account_id,gf_in_degree,gf_out_degree,gf_weighted_in_degree,gf_weighted_out_degree,gf_pagerank,gf_clustering_coefficient,gf_betweenness,gf_hub_score,gf_authority_score,gf_degree_ratio,gf_flow_ratio,gf_unique_in_neighbors,gf_unique_out_neighbors,gf_reciprocity,gf_in_cycle
358548890,4,1,7,1,6,1,2,2,9,2,2,4,1,1,0
4830761174,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
8208194883,4,8,6,8,8,1,2,0,3,1,1,4,8,1,0
4935580643,1,6,1,7,1,1,2,0,4,0,0,1,6,1,0
3700401297,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
6846447454,4,1,6,1,8,1,2,2,7,2,2,4,1,1,0
2612333778,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
6039560186,4,1,5,1,8,1,2,2,2,2,2,4,1,1,0
9557745132,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
8755474532,4,1,6,1,7,1,2,2,8,2,2,4,1,1,0
662629432,1,6,1,6,1,1,2,9,4,0,0,1,6,1,0
7955455012,1,6,1,7,1,1,2,9,4,0,0,1,6,1,0
1199397070,9,6,7,7,9,1,2,8,9,1,1,9,6,1,0
7644651485,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
416943281,4,1,6,1,5,1,2,2,8,2,2,4,1,1,0
5154465914,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
4168360025,4,1,8,1,4,1,2,2,2,2,2,4,1,1,0
4610662813,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
3956584935,4,1,4,1,4,1,2,2,9,2,2,4,1,1,0
7889385343,1,9,1,7,1,1,2,9,4,0,0,1,9,1,0
9686573813,4,1,5,1,6,1,2,2,8,2,2,4,1,1,0
423552976,1,8,1,8,1,1,2,9,4,0,0,1,8,1,0
1285752701,4,1,8,1,7,1,2,2,8,2,2,4,1,1,0
7271699802,1,9,1,7,1,1,2,0,4,0,0,1,9,1,0
4351673909,4,1,6,1,7,1,2,2,1,2,2,4,1,1,0
9627679862,4,1,5,1,4,1,2,2,9,2,2,4,1,1,0
9764030424,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
7499938558,4,1,9,1,7,1,2,2,1,2,2,4,1,1,0
4760556582,1,8,1,9,1,1,2,9,4,0,0,1,8,1,0
3012614174,4,1,9,1,8,1,2,2,8,2,2,4,1,1,0
3781310213,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
3275809125,4,1,5,1,8,1,2,2,6,2,2,4,1,1,0
257222511,1,6,1,7,1,1,2,0,4,0,0,1,6,1,0
6240038699,4,1,5,1,5,1,2,2,7,2,2,4,1,1,0
7156215024,4,1,7,1,4,1,2,2,7,2,2,4,1,1,0
3059094937,1,8,1,6,1,1,2,0,4,0,0,1,8,1,0
4720068969,4,1,5,1,7,1,2,2,0,2,2,4,1,1,0
7989085797,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
2386179949,4,1,7,1,8,1,2,2,6,2,2,4,1,1,0
599436271,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
185131343,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
9980352297,4,1,4,1,8,1,2,2,8,2,2,4,1,1,0
9959668922,4,1,9,1,6,1,2,2,0,2,2,4,1,1,0
687218984,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
8495296085,4,1,4,1,8,1,2,2,1,2,2,4,1,1,0
5188132420,4,6,7,7,8,1,2,8,8,1,1,4,6,1,0
7578090080,4,1,7,1,9,1,2,2,8,2,2,4,1,1,0
3059312072,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
7682463628,4,1,9,1,8,1,2,2,0,2,2,4,1,1,0
8494251144,4,1,7,1,6,1,2,2,9,2,2,4,1,1,0
68504913,1,8,1,7,1,1,2,0,4,0,0,1,8,1,0
6818724342,4,1,6,1,7,1,2,2,0,2,2,4,1,1,0
8181839136,1,6,1,8,1,1,2,1,4,0,0,1,6,1,0
6054563440,4,1,8,1,8,1,2,2,3,2,2,4,1,1,0
3135122329,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
497524581,4,1,8,1,9,1,2,2,2,2,2,4,1,1,0
2529022838,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
2478180007,4,1,4,1,8,1,2,2,2,2,2,4,1,1,0
5532033787,4,1,7,1,5,1,2,2,8,2,2,4,1,1,0
6752478018,4,1,6,1,7,1,2,2,0,2,2,4,1,1,0
8060930765,4,1,6,1,6,1,2,2,9,2,2,4,1,1,0
7938193982,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
2024542870,4,1,5,1,6,1,2,2,8,2,2,4,1,1,0
5866940975,4,1,4,1,3,1,2,2,8,2,2,4,1,1,0
1945802307,4,1,4,1,4,1,2,2,0,2,2,4,1,1,0
5206528657,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
3683927814,4,1,4,1,8,1,2,2,7,2,2,4,1,1,0
7817077146,4,1,9,1,7,1,2,2,1,2,2,4,1,1,0
1561409006,4,1,8,1,7,1,2,2,2,2,2,4,1,1,0
5409294534,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
5026394993,4,1,7,1,8,1,2,2,7,2,2,4,1,1,0
6158028265,1,6,1,7,1,1,2,0,4,0,0,1,6,1,0
1902764463,4,1,8,1,9,1,2,2,2,2,2,4,1,1,0
4674865693,4,1,7,1,9,1,2,2,8,2,2,4,1,1,0
9371130806,4,1,5,1,4,1,2,2,8,2,2,4,1,1,0
4334076334,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
4892631876,4,1,8,1,7,1,2,2,1,2,2,4,1,1,0
2058750779,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
9660071840,4,1,6,1,7,1,2,2,9,2,2,4,1,1,0
2109155123,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
2615413844,4,1,9,1,7,1,2,2,1,2,2,4,1,1,0
2084428415,4,1,5,1,5,1,2,2,0,2,2,4,1,1,0
3057032112,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
9679737136,4,8,7,7,8,1,2,1,2,1,1,4,8,1,0
8645808985,1,8,1,9,1,1,2,8,4,0,0,1,8,1,0
1322285478,4,1,5,1,4,1,2,2,7,2,2,4,1,1,0
1860837415,4,1,5,1,6,1,2,2,0,2,2,4,1,1,0
3594142477,9,8,9,7,9,1,2,0,1,1,1,9,8,1,0
6854608449,4,1,5,1,6,1,2,2,0,2,2,4,1,1,0
2415561454,4,1,6,1,5,1,2,2,7,2,2,4,1,1,0
2896327449,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
4866824507,4,1,6,1,5,1,2,2,8,2,2,4,1,1,0
6582166804,4,1,7,1,7,1,2,2,9,2,2,4,1,1,0
3548156103,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
3393509624,4,1,7,1,8,1,2,2,2,2,2,4,1,1,0
5041337634,4,1,4,1,3,1,2,2,8,2,2,4,1,1,0
3230203030,4,1,4,1,5,1,2,2,9,2,2,4,1,1,0
6404772135,4,6,6,8,7,1,2,0,8,1,1,4,6,4,1
9056595497,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
3056953485,4,1,6,1,8,1,2,2,7,2,2,4,1,1,0
4313657534,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
5214262333,4,1,7,1,6,1,2,2,7,2,2,4,1,1,0
8123264131,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
8527282204,4,1,9,1,7,1,2,2,9,2,2,4,1,1,0
8747332046,1,8,1,7,1,1,2,1,4,0,0,1,8,1,0
8531496354,4,1,6,1,6,1,2,2,2,2,2,4,1,1,0
1385307608,1,8,1,8,1,1,2,0,4,0,0,1,8,1,0
9772745709,4,1,8,1,7,1,2,2,1,2,2,4,1,1,0
1989778280,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
6322456293,4,1,4,1,4,1,2,2,8,2,2,4,1,1,0
2328254416,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
7996980274,4,1,4,1,8,1,2,2,2,2,2,4,1,1,0
388208128,4,6,6,7,9,1,2,9,2,1,1,4,6,4,1
4497816445,4,1,6,1,6,1,2,2,0,2,2,4,1,1,0
7482309220,1,8,1,8,1,1,2,8,4,0,0,1,8,1,0
2402987676,4,1,3,1,3,1,2,2,7,2,2,4,1,1,0
9786732607,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
7443585447,4,1,8,1,6,1,2,2,8,2,2,4,1,1,0
9605444077,1,9,1,8,1,1,2,0,4,0,0,1,9,1,0
5600533886,4,1,4,1,4,1,2,2,2,2,2,4,1,1,0
8230759604,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
7509096205,4,1,4,1,5,1,2,2,9,2,2,4,1,1,0
5803021485,4,1,7,1,7,1,2,2,2,2,2,4,1,1,0
7705526873,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
1751391541,4,1,8,1,5,1,2,2,8,2,2,4,1,1,0
3296886129,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
5684022067,4,1,4,1,3,1,2,2,0,2,2,4,1,1,0
6408744222,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
2272216606,4,1,4,1,8,1,2,2,6,2,2,4,1,1,0
1820001877,1,6,1,9,1,1,2,9,4,0,0,1,6,1,0
7550283178,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
363200279,4,6,5,6,8,1,2,1,2,1,1,4,6,1,0
1435008433,4,1,9,1,7,1,2,2,8,2,2,4,1,1,0
1886577042,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
3220644613,4,1,4,1,8,1,2,2,2,2,2,4,1,1,0
1956914678,1,9,1,9,1,1,2,1,4,0,0,1,9,1,0
8619095511,4,1,5,1,4,1,2,2,3,2,2,4,1,1,0
9229470492,1,8,1,8,1,1,2,9,4,0,0,1,8,1,0
6458040354,4,1,6,1,6,1,2,2,8,2,2,4,1,1,0
485058172,1,9,1,9,1,1,2,8,4,0,0,1,9,1,0
890618584,4,1,9,1,7,1,2,2,7,2,2,4,1,1,0
5630847217,1,9,1,6,1,1,2,0,4,0,0,1,9,1,0
7525909048,4,1,4,1,6,1,2,2,0,2,2,4,1,1,0
9440281721,4,1,7,1,6,1,2,2,1,2,2,4,1,1,0
3159650051,1,6,1,7,1,1,2,9,4,0,0,1,6,1,0
73390999,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
7503306496,4,1,3,1,8,1,2,2,7,2,2,4,1,1,0
977348862,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
9925811820,4,9,6,6,8,1,2,8,7,1,1,4,9,1,0
3996338021,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
9665182382,1,8,1,8,1,1,2,9,4,0,0,1,8,1,0
1420147626,4,1,6,1,5,1,2,2,8,2,2,4,1,1,0
7827304765,1,6,1,8,1,1,2,9,4,0,0,1,6,1,0
6841411292,1,8,1,6,1,1,2,0,4,0,0,1,8,1,0
4832441414,4,1,4,1,8,1,2,2,0,2,2,4,1,1,0
8751031175,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
8457552557,4,1,9,1,8,1,2,2,1,2,2,4,1,1,0
9682441683,1,6,1,7,1,1,2,0,4,0,0,1,6,1,0
2428139588,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
4012834813,4,1,5,1,8,1,2,2,3,2,2,4,1,1,0
1729974487,1,9,1,8,1,1,2,0,4,0,0,1,9,1,0
455950731,4,1,4,1,4,1,2,2,1,2,2,4,1,1,0
114501872,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
6623034225,4,1,6,1,8,1,2,2,7,2,2,4,1,1,0
2524641967,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
3453296320,4,1,9,1,7,1,2,2,1,2,2,4,1,1,0
6560570258,1,9,1,7,1,1,2,0,4,0,0,1,9,1,0
8119135936,4,1,6,1,6,1,2,2,1,2,2,4,1,1,0
9833080644,4,1,6,1,7,1,2,2,9,2,2,4,1,1,0
5115105586,1,6,1,7,1,1,2,9,4,0,0,1,6,1,0
4416523190,9,8,8,8,9,1,2,9,8,1,1,9,8,1,0
5484915820,4,1,7,1,5,1,2,2,7,2,2,4,1,1,0
8987799909,1,9,1,7,1,1,2,0,4,0,0,1,9,1,0
8110929644,4,1,4,1,5,1,2,2,1,2,2,4,1,1,0
9484630627,4,1,4,1,4,1,2,2,8,2,2,4,1,1,0
7782335646,1,8,1,7,1,1,2,1,4,0,0,1,8,1,0
4409823030,4,1,5,1,6,1,2,2,3,2,2,4,1,1,0
7939802918,1,6,1,7,1,1,2,0,4,0,0,1,6,1,0
5379293727,1,9,1,7,1,1,2,9,4,0,0,1,9,1,0
590423853,4,1,6,1,6,1,2,2,8,2,2,4,1,1,0
1710473934,4,1,4,1,3,1,2,2,1,2,2,4,1,1,0
4842137810,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
1639387185,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
7609524291,4,1,8,1,4,1,2,2,8,2,2,4,1,1,0
8240231159,4,1,6,1,6,1,2,2,1,2,2,4,1,1,0
5085985954,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
2896805220,4,1,7,1,8,1,2,2,6,2,2,4,1,1,0
8989162666,4,1,5,1,4,1,2,2,2,2,2,4,1,1,0
5319043336,4,6,6,7,5,1,2,0,7,1,1,4,6,4,1
3788753958,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
2626119494,4,1,9,1,8,1,2,2,1,2,2,4,1,1,0
187699750,1,8,1,7,1,1,2,0,4,0,0,1,8,1,0
2839081841,4,1,6,1,6,1,2,2,0,2,2,4,1,1,0
3897084054,9,8,9,7,9,1,2,9,8,1,1,9,8,1,0
3265011057,4,1,5,1,9,1,2,2,8,2,2,4,1,1,0
4152309168,4,1,6,1,7,1,2,2,8,2,2,4,1,1,0
6565527783,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
8251429562,4,6,5,6,8,1,2,1,1,1,1,4,6,1,0
5939468061,4,1,7,1,8,1,2,2,8,2,2,4,1,1,0
2285174529,1,8,1,8,1,1,2,9,4,0,0,1,8,1,0
6537390490,4,1,8,1,7,1,2,2,8,2,2,4,1,1,0
4824670936,9,9,9,9,9,1,2,1,9,1,1,9,9,4,1
5621309013,4,1,8,1,9,1,2,3,2,2,2,4,1,1,0
3887929815,1,8,1,6,1,1,2,9,4,0,0,1,8,1,0
5350917004,4,1,5,1,7,1,2,3,8,2,2,4,1,1,0
9992021379,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
7509920946,4,6,4,7,8,1,2,0,7,1,1,4,6,1,0
5183998157,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
4216525657,4,1,7,1,7,1,2,3,8,2,2,4,1,1,0
7184064,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
7245162485,4,1,8,1,8,1,2,3,9,2,2,4,1,1,0
244342986,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
5610982401,4,1,4,1,8,1,2,3,2,2,2,4,1,1,0
1857957412,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
6542880377,4,1,5,1,8,1,2,3,2,2,2,4,1,1,0
1755537912,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
4085940644,4,1,6,1,5,1,2,3,9,2,2,4,1,1,0
2163748872,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
6942486323,4,1,6,1,8,1,2,3,7,2,2,4,1,1,0
7157533871,4,6,9,8,9,1,2,9,6,1,1,4,6,4,1
4934262151,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
7718875279,4,1,9,1,7,1,2,3,2,2,2,4,1,1,0
2451940550,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
5980835605,4,1,6,1,8,1,2,3,2,2,2,4,1,1,0
260029339,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
2786133090,4,1,7,1,8,1,2,3,7,2,2,4,1,1,0
4795336195,1,8,1,6,1,1,2,0,4,0,0,1,8,1,0
8247372446,4,1,4,1,5,1,2,3,1,2,2,4,1,1,0
5351526399,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
2624651161,4,1,9,1,7,1,2,3,1,2,2,4,1,1,0
6649399109,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
3426338969,4,1,4,1,4,1,2,3,8,2,2,4,1,1,0
8838306359,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
9216908926,4,1,9,1,6,1,2,3,1,2,2,4,1,1,0
1634056830,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
9536266686,4,1,8,1,6,1,2,3,1,2,2,4,1,1,0
8986538698,1,8,1,6,1,1,2,8,4,0,0,1,8,1,0
2064608104,4,1,5,1,7,1,2,3,7,2,2,4,1,1,0
4519349319,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
8180125318,4,1,7,1,8,1,2,3,8,2,2,4,1,1,0
851618524,1,8,1,9,1,1,2,1,4,0,0,1,8,1,0
6785141546,4,1,9,1,7,1,2,3,2,2,2,4,1,1,0
8928360525,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
9174600906,4,1,5,1,8,1,2,3,3,2,2,4,1,1,0
5286213996,1,8,1,9,1,1,2,9,4,0,0,1,8,1,0
5972095591,4,1,4,1,3,1,2,3,9,2,2,4,1,1,0
6805859521,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
7428876365,4,1,5,1,8,1,2,3,8,2,2,4,1,1,0
5581623352,4,1,7,1,8,1,2,3,1,2,2,4,1,1,0
7504141739,4,1,3,1,4,1,2,3,0,2,2,4,1,1,0
3994172706,1,9,1,7,1,1,2,9,4,0,0,1,9,1,0
1665034365,4,1,7,1,7,1,2,3,7,2,2,4,1,1,0
1576612354,4,1,6,1,4,1,2,3,8,2,2,4,1,1,0
6801797400,4,1,5,1,6,1,2,3,8,2,2,4,1,1,0
617867590,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
8953275727,4,8,7,8,8,1,2,9,6,1,1,4,8,1,0
54596537,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
6907171495,4,1,7,1,5,1,2,3,9,2,2,4,1,1,0
789970919,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
4399367920,4,1,5,1,4,1,2,3,8,2,2,4,1,1,0
9723019166,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
388494449,4,1,5,1,5,1,2,3,8,2,2,4,1,1,0
789538354,4,1,9,1,7,1,2,3,9,2,2,4,1,1,0
4120572432,4,1,5,1,8,1,2,3,8,2,2,4,1,1,0
6448837693,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
2974597992,4,1,9,1,7,1,2,3,2,2,2,4,1,1,0
697079461,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
4272036897,4,1,4,1,3,1,2,3,8,2,2,4,1,1,0
9004109248,4,1,7,1,4,1,2,3,8,2,2,4,1,1,0
7133132877,4,1,8,1,6,1,2,3,0,2,2,4,1,1,0
1191361228,4,1,3,1,3,1,2,3,9,2,2,4,1,1,0
5348670434,1,6,1,9,1,1,2,8,4,0,0,1,6,1,0
3474710396,4,1,9,1,8,1,2,3,8,2,2,4,1,1,0
5588878491,4,1,9,1,9,1,2,3,8,2,2,4,1,1,0
4051481435,1,6,1,6,1,1,2,9,4,0,0,1,6,1,0
4851031165,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
4551193597,4,1,8,1,6,1,2,3,8,2,2,4,1,1,0
1711014659,4,9,5,7,8,1,2,0,2,1,1,4,9,1,0
6152220380,4,1,7,1,9,1,2,3,1,2,2,4,1,1,0
4122541032,4,1,4,1,5,1,2,3,8,2,2,4,1,1,0
2864676027,1,9,1,7,1,1,2,0,4,0,0,1,9,1,0
8173765844,4,1,4,1,5,1,2,3,0,2,2,4,1,1,0
6035815939,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
221869887,4,1,6,1,8,1,2,3,2,2,2,4,1,1,0
2971734100,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
9588292389,4,1,8,1,7,1,2,3,9,2,2,4,1,1,0
8828242396,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
3885829307,4,1,4,1,8,1,2,3,2,2,2,4,1,1,0
4859933538,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
911414342,4,1,3,1,8,1,2,3,3,2,2,4,1,1,0
7921895726,1,6,1,9,1,1,2,1,4,0,0,1,6,1,0
3106630974,4,1,9,1,8,1,2,3,3,2,2,4,1,1,0
4863974460,1,8,1,8,1,1,2,0,4,0,0,1,8,1,0
7786833229,4,1,4,1,3,1,2,3,0,2,2,4,1,1,0
8918725909,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
6133284092,4,1,5,1,4,1,2,3,8,2,2,4,1,1,0
1488377761,9,9,9,9,9,1,2,9,0,1,1,9,9,4,1
3233457987,4,1,8,1,7,1,2,3,8,2,2,4,1,1,0
2891699484,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
2335564428,1,6,1,7,1,1,2,1,4,0,0,1,6,1,0
9641969632,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
6118627253,4,1,6,1,8,1,2,3,7,2,2,4,1,1,0
6309023126,4,1,7,1,6,1,2,3,8,2,2,4,1,1,0
5258591872,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
1101276527,1,8,1,6,1,1,2,0,4,0,0,1,8,1,0
1503756831,4,1,5,1,7,1,2,3,1,2,2,4,1,1,0
1903027668,1,8,1,6,1,1,2,0,4,0,0,1,8,1,0
2570689885,4,1,4,1,7,1,2,3,0,2,2,4,1,1,0
3608152639,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
8113642921,4,1,4,1,3,1,2,3,1,2,2,4,1,1,0
72131053,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
5583915924,4,1,7,1,7,1,2,3,9,2,2,4,1,1,0
5011742751,1,6,1,8,1,1,2,1,4,0,0,1,6,1,0
6021764802,4,8,8,9,8,1,2,0,2,1,1,4,8,1,0
9202083933,1,8,1,7,1,1,2,0,4,0,0,1,8,1,0
35214226,4,1,6,1,6,1,2,3,1,2,2,4,1,1,0
9927410613,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
3722787180,4,1,3,1,3,1,2,3,0,2,2,4,1,1,0
7249342779,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
9973167128,4,8,8,7,8,1,2,0,2,1,1,4,8,1,0
7102186837,4,1,5,1,6,1,2,3,0,2,2,4,1,1,0
2839220392,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
8284009284,4,1,9,1,6,1,2,3,2,2,2,4,1,1,0
3317282906,9,9,6,9,9,1,2,9,9,1,1,9,9,4,1
2462475317,4,1,6,1,6,1,2,3,9,2,2,4,1,1,0
9919134444,4,1,5,1,5,1,2,3,1,2,2,4,1,1,0
7344628629,4,1,5,1,5,1,2,3,7,2,2,4,1,1,0
3987191081,1,8,1,7,1,1,2,9,4,0,0,1,8,1,0
5741761705,4,1,5,1,5,1,2,3,8,2,2,4,1,1,0
3223904142,4,1,4,1,5,1,2,3,8,2,2,4,1,1,0
6013656958,1,9,1,9,1,1,2,9,4,0,0,1,9,1,0
1252248073,4,1,8,1,7,1,2,3,9,2,2,4,1,1,0
6133977600,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
5857262604,4,1,4,1,8,1,2,3,7,2,2,4,1,1,0
3580944667,1,8,1,9,1,1,2,1,4,0,0,1,8,1,0
8881986791,4,1,8,1,7,1,2,3,2,2,2,4,1,1,0
4785341697,4,1,3,1,3,1,2,3,1,2,2,4,1,1,0
6749916732,1,6,1,6,1,1,2,1,4,0,0,1,6,1,0
6797541637,4,1,5,1,8,1,2,3,2,2,2,4,1,1,0
6359042796,4,1,7,1,6,1,2,3,6,2,2,4,1,1,0
2900074491,1,8,1,9,1,1,2,0,4,0,0,1,8,1,0
6075517403,4,1,7,1,6,1,2,3,0,2,2,4,1,1,0
3241216466,1,9,1,8,1,1,2,0,4,0,0,1,9,1,0
4106386809,4,1,5,1,5,1,2,3,1,2,2,4,1,1,0
5230244815,1,8,1,7,1,1,2,0,4,0,0,1,8,1,0
180118686,4,1,6,1,7,1,2,3,0,2,2,4,1,1,0
2137260128,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
1276077005,4,1,7,1,8,1,2,3,6,2,2,4,1,1,0
1381561699,4,1,4,1,3,1,2,3,6,2,2,4,1,1,0
5487057243,4,1,9,1,4,1,2,3,0,2,2,4,1,1,0
4313352407,1,9,1,8,1,1,2,9,4,0,0,1,9,1,0
4931509737,4,1,6,1,5,1,2,3,8,2,2,4,1,1,0
7508347519,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
3724240064,4,1,6,1,5,1,2,3,1,2,2,4,1,1,0
9817602105,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
5055847696,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
1020414653,4,1,5,1,8,1,2,3,7,2,2,4,1,1,0
7914605173,1,8,1,6,1,1,2,8,4,0,0,1,8,1,0
1840295415,4,1,3,1,5,1,2,3,7,2,2,4,1,1,0
7715772076,4,1,5,1,4,1,2,3,1,2,2,4,1,1,0
2756466513,1,8,1,8,1,1,2,0,4,0,0,1,8,1,0
8174096073,4,1,4,1,4,1,2,3,1,2,2,4,1,1,0
5243922777,4,1,5,1,4,1,2,3,0,2,2,4,1,1,0
2568238572,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
5189419663,4,8,7,6,8,1,2,9,7,1,1,4,8,1,0
3487220354,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
1781933125,4,1,3,1,8,1,2,3,7,2,2,4,1,1,0
2906173777,1,9,1,7,1,1,2,0,4,0,0,1,9,1,0
8746639435,4,1,5,1,6,1,2,3,0,2,2,4,1,1,0
3299637102,4,1,7,1,7,1,2,3,0,2,2,4,1,1,0
5554824871,4,1,8,1,7,1,2,3,7,2,2,4,1,1,0
5065989447,1,9,1,7,1,1,2,8,4,0,0,1,9,1,0
4396443208,4,1,4,1,4,1,2,3,7,2,2,4,1,1,0
6384520073,4,1,7,1,6,1,2,3,7,2,2,4,1,1,0
1182037467,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
9805057627,4,9,5,8,8,1,2,0,7,1,1,4,9,1,0
6909352305,1,6,1,9,1,1,2,1,4,0,0,1,6,1,0
3584277579,4,1,9,1,8,1,2,3,2,2,2,4,1,1,0
8162895445,1,8,1,9,1,1,2,8,4,0,0,1,8,1,0
4210910957,4,1,9,1,8,1,2,3,6,2,2,4,1,1,0
8307902133,1,9,1,9,1,1,2,8,4,0,0,1,9,1,0
3429494374,4,1,6,1,5,1,2,3,7,2,2,4,1,1,0
3386706234,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
593232707,4,1,4,1,8,1,2,3,8,2,2,4,1,1,0
6714610889,1,8,1,9,1,1,2,9,4,0,0,1,8,1,0
8462002149,4,1,8,1,5,1,2,3,8,2,2,4,1,1,0
6565687387,1,9,1,9,1,1,2,0,4,0,0,1,9,1,0
6495730140,4,1,7,1,5,1,2,3,0,2,2,4,1,1,0
2397587502,1,6,1,7,1,1,2,8,4,0,0,1,6,1,0
8274211025,4,1,6,1,8,1,2,3,6,2,2,4,1,1,0
3873090207,1,6,1,6,1,1,2,8,4,0,0,1,6,1,0
7830603074,4,1,3,1,8,1,2,3,7,2,2,4,1,1,0
2068082673,1,6,1,8,1,1,2,8,4,0,0,1,6,1,0
9823210220,4,1,9,1,8,1,2,3,6,2,2,4,1,1,0
5626994000,1,6,1,8,1,1,2,8,4,0,0,1,6,1,0
3865668846,4,1,9,1,8,1,2,3,7,2,2,4,1,1,0
